statement,label,extracted_statement_ids,extracted_statement_texts
(30 - 47) - 40 = -52,False,"[128000, 128011, 7, 966, 482, 220, 2618, 8, 482, 220, 1272, 284, 482, 4103, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(30 - 47) - 40 = -52<｜Assistant｜><think>
"
(31 + 35) - 12 = 54,True,"[128000, 128011, 7, 2148, 489, 220, 1758, 8, 482, 220, 717, 284, 220, 4370, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(31 + 35) - 12 = 54<｜Assistant｜><think>
"
(19 - 35) - 41 = -57,True,"[128000, 128011, 7, 777, 482, 220, 1758, 8, 482, 220, 3174, 284, 482, 3226, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(19 - 35) - 41 = -57<｜Assistant｜><think>
"
(27 + 41) + 3 = 71,True,"[128000, 128011, 7, 1544, 489, 220, 3174, 8, 489, 220, 18, 284, 220, 6028, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(27 + 41) + 3 = 71<｜Assistant｜><think>
"
(12 - 48) - 25 = -61,True,"[128000, 128011, 7, 717, 482, 220, 2166, 8, 482, 220, 914, 284, 482, 5547, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(12 - 48) - 25 = -61<｜Assistant｜><think>
"
(1 * 11) - 12 = 1,False,"[128000, 128011, 7, 16, 353, 220, 806, 8, 482, 220, 717, 284, 220, 16, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(1 * 11) - 12 = 1<｜Assistant｜><think>
"
(4 * 49) * 43 = 8427,False,"[128000, 128011, 7, 19, 353, 220, 2491, 8, 353, 220, 3391, 284, 220, 25377, 22, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(4 * 49) * 43 = 8427<｜Assistant｜><think>
"
(7 - 46) - 22 = -61,True,"[128000, 128011, 7, 22, 482, 220, 2790, 8, 482, 220, 1313, 284, 482, 5547, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(7 - 46) - 22 = -61<｜Assistant｜><think>
"
(19 + 20) * 38 = 1482,True,"[128000, 128011, 7, 777, 489, 220, 508, 8, 353, 220, 1987, 284, 220, 10410, 17, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(19 + 20) * 38 = 1482<｜Assistant｜><think>
"
(7 - 26) - 43 = -58,False,"[128000, 128011, 7, 22, 482, 220, 1627, 8, 482, 220, 3391, 284, 482, 2970, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(7 - 26) - 43 = -58<｜Assistant｜><think>
"
(33 + 44) - 49 = 28,True,"[128000, 128011, 7, 1644, 489, 220, 2096, 8, 482, 220, 2491, 284, 220, 1591, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(33 + 44) - 49 = 28<｜Assistant｜><think>
"
(22 * 28) + 10 = 622,False,"[128000, 128011, 7, 1313, 353, 220, 1591, 8, 489, 220, 605, 284, 220, 19808, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(22 * 28) + 10 = 622<｜Assistant｜><think>
"
(7 - 8) * 25 = -20,False,"[128000, 128011, 7, 22, 482, 220, 23, 8, 353, 220, 914, 284, 482, 508, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(7 - 8) * 25 = -20<｜Assistant｜><think>
"
(20 / 5) * 30 = 120,True,"[128000, 128011, 7, 508, 611, 220, 20, 8, 353, 220, 966, 284, 220, 4364, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(20 / 5) * 30 = 120<｜Assistant｜><think>
"
(31 * 25) * 30 = 23252,False,"[128000, 128011, 7, 2148, 353, 220, 914, 8, 353, 220, 966, 284, 220, 12338, 4103, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(31 * 25) * 30 = 23252<｜Assistant｜><think>
"
(2 * 37) * 8 = 592,True,"[128000, 128011, 7, 17, 353, 220, 1806, 8, 353, 220, 23, 284, 220, 20128, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(2 * 37) * 8 = 592<｜Assistant｜><think>
"
(33 * 27) * 25 = 22270,False,"[128000, 128011, 7, 1644, 353, 220, 1544, 8, 353, 220, 914, 284, 220, 9716, 2031, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(33 * 27) * 25 = 22270<｜Assistant｜><think>
"
(9 - 44) - 27 = -62,True,"[128000, 128011, 7, 24, 482, 220, 2096, 8, 482, 220, 1544, 284, 482, 5538, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(9 - 44) - 27 = -62<｜Assistant｜><think>
"
(49 * 7) - 16 = 328,False,"[128000, 128011, 7, 2491, 353, 220, 22, 8, 482, 220, 845, 284, 220, 16884, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(49 * 7) - 16 = 328<｜Assistant｜><think>
"
(29 - 34) + 1 = 0,False,"[128000, 128011, 7, 1682, 482, 220, 1958, 8, 489, 220, 16, 284, 220, 15, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(29 - 34) + 1 = 0<｜Assistant｜><think>
"
(17 - 41) * 20 = -485,False,"[128000, 128011, 7, 1114, 482, 220, 3174, 8, 353, 220, 508, 284, 482, 19773, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(17 - 41) * 20 = -485<｜Assistant｜><think>
"
(48 * 31) * 38 = 56544,True,"[128000, 128011, 7, 2166, 353, 220, 2148, 8, 353, 220, 1987, 284, 220, 20943, 2096, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(48 * 31) * 38 = 56544<｜Assistant｜><think>
"
(34 - 17) + 19 = 34,False,"[128000, 128011, 7, 1958, 482, 220, 1114, 8, 489, 220, 777, 284, 220, 1958, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(34 - 17) + 19 = 34<｜Assistant｜><think>
"
(19 * 14) * 29 = 7714,True,"[128000, 128011, 7, 777, 353, 220, 975, 8, 353, 220, 1682, 284, 220, 24876, 19, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(19 * 14) * 29 = 7714<｜Assistant｜><think>
"
(16 * 1) - 44 = -23,False,"[128000, 128011, 7, 845, 353, 220, 16, 8, 482, 220, 2096, 284, 482, 1419, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(16 * 1) - 44 = -23<｜Assistant｜><think>
"
(2 - 10) - 45 = -58,False,"[128000, 128011, 7, 17, 482, 220, 605, 8, 482, 220, 1774, 284, 482, 2970, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(2 - 10) - 45 = -58<｜Assistant｜><think>
"
(50 + 36) - 1 = 80,False,"[128000, 128011, 7, 1135, 489, 220, 1927, 8, 482, 220, 16, 284, 220, 1490, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(50 + 36) - 1 = 80<｜Assistant｜><think>
"
(9 * 44) * 41 = 16236,True,"[128000, 128011, 7, 24, 353, 220, 2096, 8, 353, 220, 3174, 284, 220, 10674, 1927, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(9 * 44) * 41 = 16236<｜Assistant｜><think>
"
(26 - 26) + 18 = 17,False,"[128000, 128011, 7, 1627, 482, 220, 1627, 8, 489, 220, 972, 284, 220, 1114, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(26 - 26) + 18 = 17<｜Assistant｜><think>
"
(38 - 2) - 47 = -11,True,"[128000, 128011, 7, 1987, 482, 220, 17, 8, 482, 220, 2618, 284, 482, 806, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(38 - 2) - 47 = -11<｜Assistant｜><think>
"
(39 + 3) - 6 = 36,True,"[128000, 128011, 7, 2137, 489, 220, 18, 8, 482, 220, 21, 284, 220, 1927, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(39 + 3) - 6 = 36<｜Assistant｜><think>
"
(37 + 48) + 41 = 126,True,"[128000, 128011, 7, 1806, 489, 220, 2166, 8, 489, 220, 3174, 284, 220, 9390, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(37 + 48) + 41 = 126<｜Assistant｜><think>
"
(46 * 27) * 4 = 4968,True,"[128000, 128011, 7, 2790, 353, 220, 1544, 8, 353, 220, 19, 284, 220, 19447, 23, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(46 * 27) * 4 = 4968<｜Assistant｜><think>
"
(5 - 35) * 29 = -871,False,"[128000, 128011, 7, 20, 482, 220, 1758, 8, 353, 220, 1682, 284, 482, 25665, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(5 - 35) * 29 = -871<｜Assistant｜><think>
"
(48 + 2) + 17 = 67,True,"[128000, 128011, 7, 2166, 489, 220, 17, 8, 489, 220, 1114, 284, 220, 3080, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(48 + 2) + 17 = 67<｜Assistant｜><think>
"
(21 + 21) / 1 = 42,True,"[128000, 128011, 7, 1691, 489, 220, 1691, 8, 611, 220, 16, 284, 220, 2983, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(21 + 21) / 1 = 42<｜Assistant｜><think>
"
(3 * 11) + 10 = 44,False,"[128000, 128011, 7, 18, 353, 220, 806, 8, 489, 220, 605, 284, 220, 2096, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(3 * 11) + 10 = 44<｜Assistant｜><think>
"
(5 - 1) * 5 = 16,False,"[128000, 128011, 7, 20, 482, 220, 16, 8, 353, 220, 20, 284, 220, 845, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(5 - 1) * 5 = 16<｜Assistant｜><think>
"
(37 + 17) + 34 = 86,False,"[128000, 128011, 7, 1806, 489, 220, 1114, 8, 489, 220, 1958, 284, 220, 4218, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(37 + 17) + 34 = 86<｜Assistant｜><think>
"
(24 + 1) * 15 = 376,False,"[128000, 128011, 7, 1187, 489, 220, 16, 8, 353, 220, 868, 284, 220, 18322, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(24 + 1) * 15 = 376<｜Assistant｜><think>
"
(5 * 26) * 29 = 3771,False,"[128000, 128011, 7, 20, 353, 220, 1627, 8, 353, 220, 1682, 284, 220, 10898, 16, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(5 * 26) * 29 = 3771<｜Assistant｜><think>
"
(7 + 11) - 36 = -18,True,"[128000, 128011, 7, 22, 489, 220, 806, 8, 482, 220, 1927, 284, 482, 972, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(7 + 11) - 36 = -18<｜Assistant｜><think>
"
(43 - 34) - 34 = -25,True,"[128000, 128011, 7, 3391, 482, 220, 1958, 8, 482, 220, 1958, 284, 482, 914, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(43 - 34) - 34 = -25<｜Assistant｜><think>
"
(48 - 5) + 43 = 84,False,"[128000, 128011, 7, 2166, 482, 220, 20, 8, 489, 220, 3391, 284, 220, 5833, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(48 - 5) + 43 = 84<｜Assistant｜><think>
"
(2 - 10) - 45 = -53,True,"[128000, 128011, 7, 17, 482, 220, 605, 8, 482, 220, 1774, 284, 482, 4331, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(2 - 10) - 45 = -53<｜Assistant｜><think>
"
(22 * 28) + 10 = 626,True,"[128000, 128011, 7, 1313, 353, 220, 1591, 8, 489, 220, 605, 284, 220, 22385, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(22 * 28) + 10 = 626<｜Assistant｜><think>
"
(35 - 31) * 47 = 188,True,"[128000, 128011, 7, 1758, 482, 220, 2148, 8, 353, 220, 2618, 284, 220, 9367, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(35 - 31) * 47 = 188<｜Assistant｜><think>
"
(30 * 25) * 47 = 35250,True,"[128000, 128011, 7, 966, 353, 220, 914, 8, 353, 220, 2618, 284, 220, 16482, 1135, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(30 * 25) * 47 = 35250<｜Assistant｜><think>
"
(38 + 28) + 6 = 76,False,"[128000, 128011, 7, 1987, 489, 220, 1591, 8, 489, 220, 21, 284, 220, 4767, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(38 + 28) + 6 = 76<｜Assistant｜><think>
"
(8 + 14) + 29 = 55,False,"[128000, 128011, 7, 23, 489, 220, 975, 8, 489, 220, 1682, 284, 220, 2131, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(8 + 14) + 29 = 55<｜Assistant｜><think>
"
(16 * 1) - 44 = -28,True,"[128000, 128011, 7, 845, 353, 220, 16, 8, 482, 220, 2096, 284, 482, 1591, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(16 * 1) - 44 = -28<｜Assistant｜><think>
"
(42 * 10) / 5 = 84,True,"[128000, 128011, 7, 2983, 353, 220, 605, 8, 611, 220, 20, 284, 220, 5833, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(42 * 10) / 5 = 84<｜Assistant｜><think>
"
(24 / 3) - 37 = -29,True,"[128000, 128011, 7, 1187, 611, 220, 18, 8, 482, 220, 1806, 284, 482, 1682, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(24 / 3) - 37 = -29<｜Assistant｜><think>
"
(39 + 3) - 6 = 34,False,"[128000, 128011, 7, 2137, 489, 220, 18, 8, 482, 220, 21, 284, 220, 1958, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(39 + 3) - 6 = 34<｜Assistant｜><think>
"
(22 + 17) + 5 = 44,True,"[128000, 128011, 7, 1313, 489, 220, 1114, 8, 489, 220, 20, 284, 220, 2096, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(22 + 17) + 5 = 44<｜Assistant｜><think>
"
(21 + 34) * 6 = 335,False,"[128000, 128011, 7, 1691, 489, 220, 1958, 8, 353, 220, 21, 284, 220, 16596, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(21 + 34) * 6 = 335<｜Assistant｜><think>
"
(37 - 23) + 7 = 16,False,"[128000, 128011, 7, 1806, 482, 220, 1419, 8, 489, 220, 22, 284, 220, 845, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(37 - 23) + 7 = 16<｜Assistant｜><think>
"
(2 - 24) - 16 = -39,False,"[128000, 128011, 7, 17, 482, 220, 1187, 8, 482, 220, 845, 284, 482, 2137, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(2 - 24) - 16 = -39<｜Assistant｜><think>
"
(5 - 50) - 37 = -79,False,"[128000, 128011, 7, 20, 482, 220, 1135, 8, 482, 220, 1806, 284, 482, 4643, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(5 - 50) - 37 = -79<｜Assistant｜><think>
"
(47 - 25) * 33 = 731,False,"[128000, 128011, 7, 2618, 482, 220, 914, 8, 353, 220, 1644, 284, 220, 24626, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(47 - 25) * 33 = 731<｜Assistant｜><think>
"
(46 * 41) + 8 = 1899,False,"[128000, 128011, 7, 2790, 353, 220, 3174, 8, 489, 220, 23, 284, 220, 9378, 24, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(46 * 41) + 8 = 1899<｜Assistant｜><think>
"
(45 + 38) + 33 = 116,True,"[128000, 128011, 7, 1774, 489, 220, 1987, 8, 489, 220, 1644, 284, 220, 8027, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(45 + 38) + 33 = 116<｜Assistant｜><think>
"
(40 - 41) * 39 = -34,False,"[128000, 128011, 7, 1272, 482, 220, 3174, 8, 353, 220, 2137, 284, 482, 1958, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(40 - 41) * 39 = -34<｜Assistant｜><think>
"
(10 + 29) - 17 = 24,False,"[128000, 128011, 7, 605, 489, 220, 1682, 8, 482, 220, 1114, 284, 220, 1187, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(10 + 29) - 17 = 24<｜Assistant｜><think>
"
(34 * 29) + 22 = 1008,True,"[128000, 128011, 7, 1958, 353, 220, 1682, 8, 489, 220, 1313, 284, 220, 1041, 23, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(34 * 29) + 22 = 1008<｜Assistant｜><think>
"
(39 * 42) - 19 = 1615,False,"[128000, 128011, 7, 2137, 353, 220, 2983, 8, 482, 220, 777, 284, 220, 10718, 20, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(39 * 42) - 19 = 1615<｜Assistant｜><think>
"
(4 + 48) * 42 = 2182,False,"[128000, 128011, 7, 19, 489, 220, 2166, 8, 353, 220, 2983, 284, 220, 13302, 17, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(4 + 48) * 42 = 2182<｜Assistant｜><think>
"
(5 + 27) - 42 = -12,False,"[128000, 128011, 7, 20, 489, 220, 1544, 8, 482, 220, 2983, 284, 482, 717, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(5 + 27) - 42 = -12<｜Assistant｜><think>
"
(33 - 45) + 17 = 5,True,"[128000, 128011, 7, 1644, 482, 220, 1774, 8, 489, 220, 1114, 284, 220, 20, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(33 - 45) + 17 = 5<｜Assistant｜><think>
"
(3 + 12) + 37 = 52,True,"[128000, 128011, 7, 18, 489, 220, 717, 8, 489, 220, 1806, 284, 220, 4103, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(3 + 12) + 37 = 52<｜Assistant｜><think>
"
(33 * 27) * 25 = 22275,True,"[128000, 128011, 7, 1644, 353, 220, 1544, 8, 353, 220, 914, 284, 220, 9716, 2075, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(33 * 27) * 25 = 22275<｜Assistant｜><think>
"
(14 - 41) + 36 = 4,False,"[128000, 128011, 7, 975, 482, 220, 3174, 8, 489, 220, 1927, 284, 220, 19, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(14 - 41) + 36 = 4<｜Assistant｜><think>
"
(49 + 44) - 28 = 65,True,"[128000, 128011, 7, 2491, 489, 220, 2096, 8, 482, 220, 1591, 284, 220, 2397, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(49 + 44) - 28 = 65<｜Assistant｜><think>
"
(33 * 2) * 36 = 2376,True,"[128000, 128011, 7, 1644, 353, 220, 17, 8, 353, 220, 1927, 284, 220, 14590, 21, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(33 * 2) * 36 = 2376<｜Assistant｜><think>
"
(29 * 22) + 2 = 639,False,"[128000, 128011, 7, 1682, 353, 220, 1313, 8, 489, 220, 17, 284, 220, 23079, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(29 * 22) + 2 = 639<｜Assistant｜><think>
"
