statement,label
44 - 25 = 16,False
48 - 7 = 43,False
62 + 58 = 121,False
43 - 44 = -6,False
20 - 53 = -30,False
25 - 19 = 6,True
33 * 46 = 1523,False
89 + 47 = 131,False
16 - 55 = -39,True
38 * 90 = 3421,False
37 + 73 = 110,True
12 - 72 = -63,False
99 - 57 = 43,False
76 - 18 = 61,False
66 - 4 = 62,True
77 * 45 = 3465,True
16 - 60 = -46,False
11 - 35 = -24,True
3 + 11 = 14,True
57 + 63 = 120,True
2 * 68 = 140,False
59 - 74 = -19,False
53 - 77 = -21,False
86 * 82 = 7047,False
19 - 58 = -38,False
25 - 71 = -46,True
20 - 21 = -1,True
14 - 62 = -53,False
93 + 20 = 113,True
60 - 50 = 9,False
25 + 30 = 55,True
27 + 93 = 120,True
62 + 44 = 106,True
51 - 41 = 10,True
20 - 11 = 9,True
70 + 7 = 77,True
21 - 58 = -39,False
15 * 3 = 45,True
12 - 72 = -60,True
83 - 55 = 28,True
1 * 74 = 76,False
32 + 34 = 67,False
62 * 32 = 1987,False
71 * 20 = 1420,True
44 * 7 = 308,True
6 * 6 = 37,False
14 + 73 = 84,False
2 + 76 = 80,False
81 * 90 = 7290,True
76 - 86 = -10,True
88 + 40 = 128,True
26 * 14 = 360,False
66 - 4 = 67,False
50 - 46 = 4,True
34 - 46 = -7,False
2 * 68 = 136,True
8 + 72 = 80,True
24 * 56 = 1344,True
11 + 76 = 87,True
23 + 7 = 32,False
69 + 50 = 114,False
86 + 39 = 126,False
15 + 7 = 22,True
38 - 86 = -45,False
29 - 61 = -37,False
85 + 11 = 96,True
22 + 56 = 78,True
49 + 2 = 51,True
34 + 99 = 133,True
68 - 9 = 59,True
16 * 78 = 1248,True
54 - 13 = 41,True
54 - 13 = 36,False
21 - 54 = -33,True
18 * 22 = 396,True
22 + 56 = 76,False
3 + 37 = 40,True
35 + 83 = 118,True
11 * 48 = 528,True
52 + 4 = 61,False
27 + 58 = 86,False
70 + 7 = 80,False
96 - 36 = 60,True
28 + 63 = 89,False
21 - 58 = -37,True
28 + 63 = 91,True
98 + 67 = 167,False
55 + 18 = 73,True
93 * 42 = 3907,False
46 * 87 = 3999,False
8 * 99 = 792,True
51 - 41 = 6,False
81 + 62 = 143,True
74 - 92 = -18,True
89 - 30 = 59,True
15 - 55 = -40,True
74 - 81 = -7,True
71 * 20 = 1416,False
56 - 93 = -37,True
75 + 43 = 118,True
28 - 18 = 10,True
52 - 3 = 49,True
36 + 47 = 87,False
26 * 14 = 364,True
87 - 26 = 62,False
5 * 3 = 15,True
94 - 61 = 37,False
7 * 42 = 294,True
25 + 99 = 119,False
42 * 30 = 1261,False
58 - 61 = -3,True
55 - 57 = -2,True
15 * 3 = 41,False
56 - 93 = -41,False
52 + 61 = 113,True
91 + 71 = 162,True
47 * 41 = 1927,True
8 + 72 = 81,False
11 - 84 = -73,True
84 + 45 = 129,True
74 + 20 = 94,True
71 - 20 = 47,False
51 - 23 = 33,False
81 * 70 = 5671,False
93 + 34 = 124,False
80 + 37 = 121,False
25 * 27 = 670,False
47 + 31 = 81,False
75 + 43 = 121,False
62 + 58 = 120,True
17 * 81 = 1374,False
88 + 40 = 132,False
36 + 47 = 83,True
3 * 91 = 276,False
41 * 90 = 3690,True
10 * 33 = 332,False
65 - 15 = 50,True
47 + 57 = 103,False
5 + 79 = 84,True
79 + 43 = 127,False
89 + 71 = 160,True
75 + 11 = 86,True
33 + 24 = 60,False
25 + 68 = 96,False
49 * 13 = 632,False
34 - 38 = -4,True
27 * 31 = 837,True
27 * 59 = 1596,False
41 * 24 = 984,True
23 + 50 = 78,False
27 + 93 = 118,False
90 + 12 = 107,False
57 - 83 = -26,True
29 + 62 = 86,False
89 * 47 = 4183,True
28 - 69 = -45,False
27 * 69 = 1859,False
37 - 93 = -56,True
44 - 14 = 32,False
97 + 88 = 185,True
24 / 1 = 21,False
64 * 43 = 2750,False
65 + 26 = 91,True
59 * 96 = 5664,True
27 - 48 = -25,False
36 + 63 = 99,True
92 + 34 = 131,False
80 - 66 = 12,False
84 - 63 = 24,False
36 - 73 = -41,False
18 * 22 = 397,False
10 + 55 = 61,False
28 - 59 = -33,False
55 - 89 = -34,True
57 + 80 = 137,True
88 - 58 = 30,True
56 * 34 = 1904,True
24 - 9 = 15,True
85 - 84 = 1,True
68 - 58 = 8,False
24 * 56 = 1343,False
77 * 45 = 3460,False
52 - 7 = 45,True
20 - 21 = -3,False
38 + 17 = 51,False
14 + 39 = 58,False
49 + 84 = 137,False
80 + 37 = 117,True
68 * 49 = 3332,True
14 - 62 = -48,True
56 * 34 = 1899,False
33 * 61 = 2012,False
13 * 56 = 733,False
35 - 58 = -23,True
32 + 39 = 71,True
15 * 4 = 62,False
34 - 46 = -12,True
2 * 74 = 147,False
51 * 16 = 816,True
34 - 38 = -9,False
24 / 1 = 24,True
12 * 98 = 1179,False
28 - 98 = -74,False
73 + 43 = 116,True
76 - 71 = 5,True
38 - 35 = -1,False
49 * 33 = 1616,False
64 - 71 = -10,False
57 - 67 = -7,False
10 * 15 = 150,True
11 + 25 = 36,True
4 - 10 = -7,False
43 - 49 = -6,True
15 - 50 = -35,True
53 + 69 = 120,False
99 * 48 = 4750,False
15 - 57 = -42,True
62 * 14 = 864,False
46 + 22 = 69,False
33 + 88 = 119,False
88 - 10 = 83,False
60 + 67 = 129,False
60 + 67 = 127,True
33 + 12 = 45,True
2 * 68 = 136,True
28 - 10 = 21,False
84 + 45 = 127,False
89 + 71 = 161,False
34 - 6 = 28,True
37 - 93 = -57,False
34 + 71 = 101,False
37 + 85 = 121,False
40 - 64 = -26,False
64 - 78 = -14,True
93 * 87 = 8086,False
44 - 25 = 19,True
80 - 51 = 29,True
33 * 46 = 1518,True
5 - 68 = -63,True
4 + 9 = 13,True
77 - 36 = 41,True
38 + 13 = 52,False
66 * 63 = 4158,True
72 - 87 = -15,True
43 + 18 = 62,False
65 * 99 = 6432,False
36 * 14 = 503,False
56 - 12 = 43,False
81 - 10 = 72,False
11 - 35 = -23,False
38 + 17 = 55,True
11 * 24 = 266,False
49 + 2 = 53,False
93 + 90 = 183,True
18 * 85 = 1530,True
14 * 56 = 784,True
64 - 78 = -12,False
68 * 89 = 6050,False
2 + 38 = 40,True
34 * 15 = 514,False
80 - 66 = 14,True
45 * 9 = 402,False
96 + 49 = 145,True
89 * 80 = 7120,True
68 * 74 = 5032,True
5 * 68 = 344,False
12 * 9 = 108,True
1 * 13 = 18,False
44 * 82 = 3608,True
38 - 50 = -17,False
97 * 96 = 9312,True
45 * 47 = 2115,True
75 + 32 = 109,False
25 - 71 = -43,False
16 * 54 = 862,False
11 + 25 = 38,False
72 / 3 = 22,False
65 - 15 = 46,False
25 + 99 = 124,True
96 + 90 = 186,True
28 - 69 = -41,True
34 * 35 = 1190,True
55 + 79 = 134,True
86 - 87 = -1,True
5 * 68 = 340,True
52 - 30 = 18,False
31 - 57 = -26,True
1 * 13 = 13,True
44 * 94 = 4139,False
85 + 91 = 172,False
21 - 54 = -32,False
57 + 63 = 115,False
19 - 58 = -39,True
33 + 24 = 56,False
36 - 44 = -4,False
52 + 36 = 85,False
97 * 64 = 6210,False
86 * 82 = 7052,True
31 * 40 = 1240,True
10 + 91 = 101,True
32 - 36 = -4,True
85 + 91 = 176,True
76 - 18 = 58,True
4 - 64 = -65,False
92 + 34 = 126,True
2 + 76 = 78,True
16 * 54 = 864,True
84 * 82 = 6892,False
34 - 6 = 24,False
75 + 11 = 88,False
95 + 90 = 185,True
75 - 43 = 32,True
70 * 13 = 913,False
88 * 56 = 4928,True
98 + 67 = 165,True
16 - 60 = -44,True
31 * 14 = 429,False
93 * 85 = 7900,False
45 - 88 = -38,False
33 + 1 = 34,True
67 - 43 = 24,True
89 + 52 = 146,False
71 - 79 = -11,False
4 - 58 = -59,False
1 - 81 = -80,True
64 * 37 = 2371,False
55 - 89 = -29,False
89 * 87 = 7743,True
73 + 43 = 115,False
92 - 77 = 20,False
79 + 16 = 92,False
84 - 96 = -12,True
71 + 85 = 156,True
1 - 80 = -76,False
34 + 71 = 105,True
42 * 46 = 1932,True
66 + 3 = 69,True
35 - 98 = -64,False
33 * 17 = 566,False
97 * 58 = 5626,True
65 + 26 = 87,False
83 - 46 = 37,True
80 + 22 = 102,True
64 + 16 = 83,False
30 + 69 = 100,False
34 * 52 = 1768,True
5 + 79 = 82,False
13 - 89 = -73,False
48 + 98 = 143,False
46 * 40 = 1840,True
43 + 98 = 146,False
99 + 88 = 187,True
46 * 40 = 1835,False
57 * 57 = 3245,False
81 - 10 = 71,True
60 * 56 = 3360,True
77 + 62 = 135,False
13 + 47 = 56,False
8 * 29 = 232,True
79 + 16 = 95,True
52 - 30 = 22,True
22 - 53 = -35,False
89 + 47 = 136,True
2 * 74 = 148,True
79 + 43 = 122,True
31 - 57 = -27,False
76 + 91 = 166,False
84 + 27 = 111,True
68 * 49 = 3331,False
4 - 58 = -54,True
59 - 8 = 53,False
13 * 56 = 728,True
8 * 86 = 688,True
1 - 89 = -84,False
57 + 30 = 84,False
57 * 57 = 3249,True
20 - 11 = 10,False
84 + 5 = 85,False
45 * 47 = 2110,False
63 + 64 = 130,False
7 + 62 = 69,True
71 - 88 = -19,False
25 - 27 = -6,False
15 - 55 = -43,False
29 + 10 = 39,True
13 + 74 = 87,True
11 - 36 = -20,False
86 * 5 = 430,True
61 + 45 = 106,True
80 + 22 = 100,False
50 - 46 = 5,False
3 + 25 = 33,False
24 - 9 = 19,False
5 * 3 = 17,False
81 * 11 = 891,True
3 - 37 = -35,False
11 - 36 = -25,True
41 + 34 = 75,True
72 - 87 = -15,True
15 + 35 = 50,True
40 * 78 = 3125,False
30 / 10 = 7,False
73 - 44 = 29,True
70 * 96 = 6720,True
43 - 49 = -5,False
3 * 22 = 66,True
93 + 20 = 118,False
70 * 13 = 910,True
89 - 30 = 57,False
46 * 8 = 368,True
56 * 31 = 1733,False
89 - 39 = 50,True
46 - 58 = -11,False
22 * 23 = 508,False
31 - 75 = -44,True
41 * 7 = 287,True
52 - 3 = 51,False
68 - 58 = 10,True
8 * 99 = 790,False
91 + 79 = 170,True
52 - 7 = 46,False
11 - 84 = -78,False
7 * 42 = 298,False
45 - 88 = -43,True
41 + 4 = 45,True
2 * 37 = 78,False
39 - 30 = 11,False
32 + 34 = 66,True
56 * 72 = 4035,False
25 - 47 = -22,True
93 + 90 = 186,False
92 + 4 = 95,False
88 * 68 = 5981,False
32 - 55 = -19,False
47 + 96 = 139,False
42 - 8 = 38,False
43 - 44 = -1,True
1 - 81 = -81,False
48 / 8 = 6,True
77 + 62 = 139,True
99 / 3 = 33,True
97 - 38 = 59,True
14 + 14 = 26,False
69 + 95 = 166,False
16 - 92 = -76,True
84 + 5 = 89,True
75 * 54 = 4050,True
68 * 89 = 6052,True
53 - 77 = -24,True
42 * 56 = 2355,False
58 + 60 = 118,True
99 * 48 = 4752,True
78 + 43 = 121,True
63 * 6 = 378,True
84 - 65 = 17,False
20 + 4 = 24,True
76 - 71 = 6,False
13 + 55 = 67,False
1 - 89 = -88,True
75 - 35 = 40,True
47 * 48 = 2255,False
23 + 7 = 30,True
96 + 49 = 141,False
19 - 56 = -37,True
25 - 36 = -8,False
52 + 70 = 126,False
57 + 55 = 108,False
97 * 96 = 9317,False
81 - 74 = 6,False
61 - 81 = -25,False
84 - 96 = -8,False
30 / 10 = 3,True
31 - 75 = -45,False
25 + 30 = 56,False
45 * 22 = 992,False
47 * 41 = 1922,False
14 * 56 = 782,False
93 * 42 = 3906,True
35 - 51 = -17,False
42 - 8 = 34,True
73 - 72 = 1,True
63 + 64 = 127,True
37 + 92 = 126,False
13 * 53 = 688,False
4 - 64 = -60,True
49 + 84 = 133,True
88 - 10 = 78,True
42 * 30 = 1260,True
96 + 32 = 124,False
88 - 58 = 33,False
21 - 4 = 17,True
70 + 93 = 163,True
10 * 15 = 149,False
60 - 50 = 10,True
12 * 92 = 1103,False
84 * 82 = 6888,True
69 + 50 = 119,True
34 - 15 = 19,True
89 - 85 = 9,False
46 * 64 = 2947,False
38 - 35 = 3,True
4 - 10 = -6,True
59 - 8 = 51,True
80 - 51 = 30,False
83 - 13 = 70,True
71 + 39 = 110,True
32 * 19 = 609,False
52 + 70 = 122,True
35 - 90 = -55,True
27 - 95 = -68,True
20 + 29 = 49,True
30 + 22 = 52,True
97 * 58 = 5631,False
38 - 86 = -48,True
15 * 4 = 60,True
62 + 36 = 103,False
62 - 85 = -22,False
94 + 60 = 153,False
22 - 53 = -31,True
91 + 71 = 161,False
3 - 37 = -34,True
63 - 64 = 0,False
41 * 7 = 282,False
23 + 49 = 71,False
68 - 3 = 64,False
20 - 91 = -67,False
72 - 99 = -32,False
23 + 50 = 73,True
38 + 13 = 51,True
97 * 64 = 6208,True
8 * 86 = 693,False
85 * 84 = 7140,True
23 - 44 = -21,True
76 - 86 = -6,False
7 + 62 = 64,False
99 + 38 = 138,False
97 - 38 = 64,False
72 + 64 = 136,True
86 - 87 = 0,False
31 * 14 = 434,True
89 - 85 = 4,True
78 - 14 = 68,False
13 - 89 = -76,True
25 * 27 = 675,True
74 - 81 = -12,False
57 + 55 = 112,True
66 * 63 = 4156,False
35 - 90 = -54,False
8 - 16 = -8,True
50 * 74 = 3704,False
38 - 50 = -12,True
83 - 13 = 71,False
22 * 36 = 796,False
95 + 32 = 127,True
47 + 31 = 78,True
5 * 42 = 210,True
47 + 96 = 143,True
43 * 80 = 3440,True
86 + 39 = 125,True
38 * 90 = 3420,True
3 + 25 = 28,True
70 + 77 = 150,False
60 * 56 = 3359,False
11 + 76 = 92,False
73 - 44 = 24,False
3 * 30 = 92,False
56 * 46 = 2576,True
78 * 10 = 782,False
