statement,label
(1 - 43) - 24 = -67,False
(30 * 44) + 40 = 1364,False
(25 + 11) + 35 = 71,True
(1 + 34) * 44 = 1536,False
(36 + 46) + 44 = 126,True
(36 + 13) * 8 = 396,False
(3 * 49) - 27 = 118,False
(17 - 41) * 20 = -480,True
(3 - 15) - 43 = -55,True
(17 - 21) * 27 = -108,True
(44 + 4) - 39 = 13,False
(29 + 27) * 42 = 2352,True
(22 - 1) - 1 = 20,True
(3 * 11) + 10 = 43,True
(25 * 46) + 14 = 1168,False
(5 + 44) - 20 = 29,True
(13 * 32) - 42 = 370,False
(7 + 11) + 30 = 48,True
(26 - 7) - 10 = 6,False
(8 + 15) + 4 = 27,True
(30 + 30) / 1 = 55,False
(1 * 19) - 14 = 4,False
(50 * 30) * 22 = 33000,True
(38 - 48) + 34 = 23,False
(35 + 16) * 40 = 2040,True
(27 * 46) - 5 = 1232,False
(8 - 32) * 3 = -76,False
(20 - 46) - 4 = -30,True
(41 - 2) - 27 = 12,True
(47 - 37) - 16 = -6,True
(19 - 22) * 5 = -15,True
(2 - 22) + 49 = 34,False
(44 + 3) * 9 = 423,True
(2 - 3) * 49 = -49,True
(11 * 41) - 25 = 426,True
(5 - 32) - 28 = -50,False
(19 - 13) + 32 = 38,True
(5 - 30) * 49 = -1229,False
(30 + 3) - 2 = 33,False
(25 - 1) - 29 = -1,False
(49 * 25) * 19 = 23271,False
(20 * 33) - 26 = 634,True
(30 + 43) - 48 = 25,True
(2 * 45) + 17 = 102,False
(46 - 31) * 44 = 656,False
(26 - 4) + 2 = 24,True
(40 + 20) - 9 = 51,True
(45 * 23) + 27 = 1061,False
(8 + 5) + 29 = 44,False
(19 - 22) * 5 = -14,False
(5 - 50) - 37 = -82,True
(7 + 7) + 3 = 16,False
(46 + 10) * 28 = 1567,False
(6 + 38) + 49 = 92,False
(11 + 36) - 29 = 23,False
(34 * 3) - 12 = 95,False
(44 * 4) + 13 = 194,False
(19 * 8) + 24 = 176,True
(19 - 19) / 33 = -2,False
(34 + 20) - 15 = 35,False
(37 + 31) - 48 = 22,False
(21 * 35) * 25 = 18373,False
(21 - 11) + 50 = 60,True
(39 + 6) - 38 = 10,False
(5 - 23) * 46 = -828,True
(19 * 32) - 9 = 596,False
(47 + 22) - 14 = 52,False
(31 * 13) * 28 = 11281,False
(45 * 29) + 25 = 1330,True
(45 - 12) - 17 = 16,True
(24 * 37) - 4 = 885,False
(17 - 21) * 27 = -104,False
(5 * 3) * 37 = 555,True
(26 - 34) * 47 = -372,False
(41 - 40) + 24 = 30,False
(50 - 27) - 16 = 7,True
(12 - 38) * 17 = -442,True
(48 + 42) + 32 = 120,False
(32 + 15) - 47 = 0,True
(36 + 13) * 8 = 392,True
(33 + 48) * 26 = 2108,False
(18 * 16) - 45 = 243,True
(12 - 38) * 17 = -440,False
(26 - 38) + 45 = 38,False
(10 - 18) / 2 = -4,True
(5 - 8) + 40 = 37,True
(44 - 50) + 15 = 11,False
(10 + 41) * 28 = 1427,False
(38 - 48) + 34 = 24,True
(1 - 20) * 32 = -608,True
(23 * 46) / 2 = 534,False
(44 * 5) + 13 = 236,False
(36 + 46) + 44 = 123,False
(13 - 35) * 45 = -992,False
(41 * 19) - 20 = 756,False
(43 - 34) - 34 = -20,False
(11 + 36) - 32 = 15,True
(26 - 46) - 27 = -46,False
(42 * 27) * 1 = 1137,False
(24 + 14) - 45 = -7,True
(15 + 39) * 38 = 2056,False
(4 - 41) - 47 = -84,True
(4 + 17) * 38 = 798,True
(8 - 1) * 34 = 239,False
(2 * 20) - 45 = -5,True
(11 * 22) + 13 = 253,False
(42 * 10) / 5 = 87,False
(48 / 16) - 17 = -11,False
(31 + 9) - 7 = 36,False
(19 - 13) + 32 = 42,False
(50 * 3) + 13 = 163,True
(18 * 11) * 50 = 9900,True
(50 + 9) - 44 = 12,False
(6 - 22) + 37 = 21,True
(20 + 39) - 31 = 28,True
(5 + 45) * 24 = 1200,True
(15 - 14) * 38 = 38,True
(24 / 3) - 37 = -32,False
(20 + 41) + 33 = 93,False
(19 - 26) - 36 = -43,True
(45 * 44) + 34 = 2009,False
(1 - 2) * 2 = -4,False
(10 * 11) * 3 = 331,False
(6 + 38) + 49 = 93,True
(41 * 30) * 12 = 14760,True
(46 - 8) - 43 = -1,False
(49 - 3) + 44 = 90,True
(40 - 25) - 10 = 0,False
(32 + 36) * 5 = 342,False
(29 * 17) + 46 = 542,False
(8 + 48) * 49 = 2744,True
(29 + 27) * 42 = 2347,False
(20 + 1) * 49 = 1031,False
(49 * 39) - 18 = 1897,False
(28 - 31) * 36 = -108,True
(24 * 37) - 4 = 884,True
(29 + 9) - 11 = 31,False
(12 + 37) - 43 = 4,False
(38 + 5) + 43 = 86,True
(7 - 8) * 25 = -25,True
(3 * 39) * 32 = 3744,True
(38 - 46) - 13 = -20,False
(49 * 13) + 41 = 676,False
(29 * 17) + 46 = 539,True
(19 + 12) - 17 = 14,True
(26 - 3) + 38 = 59,False
(25 * 15) * 31 = 11625,True
(36 + 27) + 18 = 78,False
(30 * 47) + 11 = 1420,False
(4 * 22) - 31 = 57,True
(48 + 25) - 37 = 39,False
(22 * 29) - 42 = 593,False
(37 + 12) - 19 = 25,False
(33 * 42) + 40 = 1431,False
(28 * 1) + 23 = 51,True
(2 * 46) + 1 = 94,False
(47 - 25) * 33 = 726,True
(37 * 50) * 31 = 57355,False
(29 + 9) + 40 = 73,False
(49 + 21) + 17 = 87,True
(22 * 44) * 50 = 48400,True
(26 - 46) - 44 = -61,False
(43 * 16) / 4 = 177,False
(43 - 40) * 22 = 66,True
(13 + 17) / 3 = 6,False
(32 + 34) + 29 = 94,False
(15 - 44) + 2 = -28,False
(27 + 3) + 44 = 79,False
(47 - 48) + 20 = 19,True
(46 * 38) - 40 = 1708,True
(7 - 31) - 42 = -66,True
(37 - 23) * 38 = 532,True
(4 - 9) - 7 = -12,True
(17 + 43) * 11 = 659,False
(11 + 22) * 36 = 1188,True
(50 + 21) - 20 = 56,False
(25 * 2) - 10 = 36,False
(12 * 21) + 14 = 261,False
(5 * 32) + 18 = 178,True
(41 + 27) * 45 = 3060,True
(50 - 27) - 16 = 2,False
(14 + 15) * 12 = 352,False
(18 - 1) + 40 = 57,True
(42 + 30) + 39 = 111,True
(25 * 46) + 14 = 1164,True
(18 * 8) * 13 = 1872,True
(46 - 8) - 43 = -5,True
(46 * 50) / 4 = 575,True
(49 + 33) * 23 = 1886,True
(44 + 11) * 13 = 716,False
(17 - 42) - 31 = -56,True
(30 * 47) + 11 = 1421,True
(31 - 9) - 12 = 10,True
(27 * 6) + 47 = 209,True
(19 - 26) - 36 = -41,False
(12 + 12) * 37 = 887,False
(4 - 26) + 45 = 28,False
(25 + 16) - 44 = -3,True
(8 - 1) * 34 = 238,True
(3 * 39) * 32 = 3743,False
(19 + 20) * 38 = 1478,False
(11 - 1) * 1 = 14,False
(8 + 14) + 29 = 51,True
(13 + 17) / 3 = 10,True
(6 - 22) + 37 = 16,False
(32 + 15) - 47 = -5,False
(18 * 11) * 50 = 9898,False
(38 * 24) + 1 = 908,False
(41 * 11) * 22 = 9926,False
(22 * 29) - 42 = 596,True
(44 * 5) + 13 = 233,True
(42 * 33) + 13 = 1399,True
(41 + 47) * 1 = 86,False
(20 - 4) * 41 = 656,True
(16 * 24) * 34 = 13056,True
(34 - 39) - 35 = -40,True
(31 - 2) * 38 = 1102,True
(9 - 44) - 27 = -64,False
(31 * 41) * 2 = 2542,True
(6 + 35) + 8 = 46,False
(29 - 45) * 38 = -610,False
(1 - 32) - 40 = -75,False
(30 * 44) + 40 = 1360,True
(20 + 31) - 16 = 37,False
(21 + 47) * 35 = 2381,False
(24 * 42) * 21 = 21165,False
(25 * 32) / 50 = 16,True
(34 + 17) - 16 = 31,False
(22 + 29) / 3 = 17,True
(9 * 44) * 41 = 16232,False
(48 * 22) * 30 = 31680,True
(41 * 17) / 1 = 695,False
(9 + 16) - 25 = 2,False
(47 + 47) - 18 = 77,False
(22 + 4) - 43 = -17,True
(10 - 41) - 4 = -34,False
(47 + 47) - 18 = 76,True
(45 * 23) + 27 = 1062,True
(4 - 41) - 47 = -83,False
(18 - 30) + 39 = 27,True
(38 + 35) + 43 = 120,False
(26 * 37) - 8 = 956,False
(25 * 49) * 6 = 7349,False
(45 * 29) + 25 = 1328,False
(23 + 7) + 26 = 61,False
(49 + 33) * 23 = 1888,False
(16 * 9) - 3 = 144,False
(12 + 27) + 1 = 40,True
(47 - 27) - 49 = -29,True
(37 - 38) * 39 = -39,True
(18 - 30) + 39 = 25,False
(15 + 39) * 38 = 2052,True
(14 * 32) - 6 = 442,True
(42 * 42) * 40 = 70560,True
(47 - 37) - 16 = -8,False
(40 + 35) + 47 = 122,True
(38 - 2) - 47 = -9,False
(40 + 25) - 46 = 21,False
(24 * 41) + 26 = 1013,False
(49 * 16) + 38 = 818,False
(22 - 1) - 1 = 19,False
(1 - 43) - 24 = -66,True
(26 - 7) - 10 = 9,True
(34 + 17) - 16 = 35,True
(19 * 15) - 4 = 281,True
(11 - 21) - 44 = -54,True
(33 * 46) + 12 = 1530,True
(11 * 22) + 13 = 255,True
(20 * 23) - 34 = 428,False
(15 + 49) - 50 = 14,True
(4 + 24) - 45 = -12,False
(22 + 29) / 3 = 14,False
(39 + 22) + 5 = 66,True
(14 + 32) + 1 = 47,True
(30 * 25) * 47 = 35254,False
(25 + 21) * 19 = 874,True
(22 + 39) - 25 = 36,True
(40 + 35) + 47 = 118,False
(5 + 27) - 42 = -10,True
(2 + 45) * 2 = 94,True
(31 * 13) * 28 = 11284,True
(37 + 48) + 41 = 127,False
(14 - 7) * 23 = 157,False
(42 * 33) + 13 = 1404,False
(33 - 42) * 21 = -190,False
(26 - 38) + 45 = 33,True
(27 - 28) - 24 = -25,True
(9 + 5) + 30 = 44,True
(39 * 41) + 9 = 1604,False
(14 * 2) - 40 = -17,False
(40 + 21) - 46 = 19,False
(21 + 34) * 6 = 330,True
(17 - 42) - 31 = -52,False
(45 - 12) - 17 = 20,False
(11 + 39) * 33 = 1653,False
(22 - 31) - 47 = -56,True
(40 + 25) - 46 = 19,True
(38 + 35) + 43 = 116,True
(33 + 48) * 26 = 2106,True
(21 - 6) + 40 = 55,True
(10 * 38) + 47 = 427,True
(27 + 36) * 28 = 1767,False
(22 + 17) + 5 = 47,False
(21 * 36) - 3 = 753,True
(37 - 48) - 11 = -22,True
(38 / 38) + 1 = 3,False
(11 + 26) + 36 = 73,True
(46 * 27) * 4 = 4964,False
(16 / 16) - 4 = 0,False
(27 - 22) + 16 = 21,True
(1 - 22) - 30 = -51,True
(33 - 21) - 47 = -35,True
(15 - 14) * 38 = 33,False
(42 * 42) * 40 = 70561,False
(33 * 2) * 36 = 2375,False
(38 * 36) - 42 = 1328,False
(37 - 38) * 39 = -38,False
(18 * 16) - 45 = 239,False
(42 - 3) + 30 = 69,True
(5 - 35) * 29 = -870,True
(11 - 45) + 45 = 10,False
(22 * 24) - 26 = 502,True
(3 + 23) + 38 = 64,True
(24 * 42) * 21 = 21168,True
(21 + 47) * 35 = 2380,True
(37 - 23) * 38 = 530,False
(28 * 37) + 24 = 1057,False
(1 * 11) - 12 = -1,True
(34 + 7) + 37 = 78,True
(3 - 15) - 43 = -52,False
(38 - 8) * 2 = 60,True
(35 - 45) - 15 = -25,True
(1 - 2) * 2 = -2,True
(36 - 29) + 34 = 41,True
(16 - 7) + 1 = 10,True
(16 - 41) - 1 = -26,True
(41 * 30) * 41 = 50430,True
(17 + 41) + 9 = 62,False
(6 - 41) - 17 = -53,False
(17 - 48) * 11 = -341,True
(1 + 2) - 13 = -7,False
(27 * 12) * 48 = 15552,True
(17 + 26) - 25 = 18,True
(40 - 25) - 10 = 5,True
(27 - 44) + 36 = 23,False
(21 - 11) + 50 = 64,False
(37 + 12) - 19 = 30,True
(26 - 46) - 27 = -47,True
(39 * 20) / 26 = 29,False
(49 - 49) / 38 = 0,True
(18 - 1) + 40 = 62,False
(26 - 46) - 44 = -64,True
(19 + 46) - 28 = 37,True
(44 - 38) - 21 = -15,True
(10 + 41) * 28 = 1428,True
(7 - 17) * 49 = -490,True
(40 + 21) - 46 = 15,True
(49 + 21) + 17 = 85,False
(28 + 18) + 6 = 52,True
(27 - 22) + 16 = 19,False
(23 - 29) + 29 = 23,True
(22 + 45) + 16 = 83,True
(47 + 22) - 14 = 55,True
(10 - 22) - 1 = -17,False
(23 - 29) + 29 = 24,False
(33 + 24) * 17 = 969,True
(32 - 46) + 13 = -1,True
(25 * 49) * 6 = 7350,True
(5 - 30) * 49 = -1225,True
(42 + 8) + 22 = 75,False
(24 + 2) * 27 = 702,True
(45 + 6) * 11 = 565,False
(24 * 41) + 26 = 1010,True
(21 * 33) - 45 = 648,True
(31 + 24) + 30 = 83,False
(26 - 26) + 18 = 18,True
(25 + 26) - 45 = 6,True
(5 - 12) / 1 = -7,True
(7 + 11) + 30 = 43,False
(49 * 13) + 41 = 678,True
(37 + 12) - 36 = 13,True
(29 + 23) + 18 = 69,False
(45 - 4) + 14 = 58,False
(42 + 8) + 22 = 72,True
(33 + 11) - 31 = 13,True
(45 - 37) - 23 = -12,False
(22 - 5) * 48 = 816,True
(23 - 14) - 24 = -20,False
(7 - 31) - 42 = -64,False
(25 + 21) * 19 = 876,False
(30 - 44) * 28 = -392,True
(34 - 39) - 35 = -41,False
(34 * 3) - 12 = 90,True
(12 + 37) - 43 = 6,True
(18 * 8) * 13 = 1876,False
(38 - 11) * 7 = 184,False
(10 - 41) - 4 = -35,True
(1 - 20) * 32 = -605,False
(1 * 37) * 1 = 36,False
(4 - 9) - 7 = -16,False
(50 * 30) * 22 = 33003,False
(5 * 3) * 37 = 557,False
(1 + 2) - 13 = -10,True
(19 * 32) - 9 = 599,True
(32 + 36) * 5 = 340,True
(45 + 5) + 29 = 79,True
(10 - 18) * 19 = -149,False
(31 + 35) - 12 = 57,False
(41 * 17) / 1 = 697,True
(34 * 15) * 5 = 2550,True
(49 - 49) / 38 = 1,False
(1 * 31) - 6 = 25,True
(30 - 34) * 5 = -20,True
(13 * 6) * 9 = 697,False
(28 + 18) + 6 = 53,False
(49 + 21) + 19 = 89,True
(22 - 31) - 47 = -51,False
(42 - 3) + 30 = 68,False
(39 * 8) - 44 = 268,True
(2 + 45) * 2 = 90,False
(47 - 47) / 9 = 0,True
(9 + 16) - 25 = 0,True
(38 + 36) * 3 = 223,False
(15 + 49) - 50 = 11,False
(45 * 16) + 38 = 763,False
(11 - 39) - 11 = -39,True
(23 - 14) - 24 = -15,True
(24 * 9) + 49 = 267,False
(20 - 5) * 20 = 300,True
(30 + 30) / 1 = 60,True
(20 - 29) + 5 = -2,False
(1 * 19) - 14 = 5,True
(38 * 36) - 42 = 1326,True
(11 - 1) * 1 = 10,True
(31 - 24) * 50 = 346,False
(38 - 8) * 2 = 61,False
(21 * 33) - 45 = 651,False
(45 + 34) - 48 = 30,False
(38 * 44) * 6 = 10035,False
(4 - 29) * 24 = -600,True
(49 * 16) + 38 = 822,True
(31 * 41) * 2 = 2544,False
(16 + 35) - 5 = 42,False
(14 * 16) * 26 = 5824,True
(11 + 36) - 32 = 13,False
(10 - 18) / 2 = -1,False
(24 + 2) * 27 = 703,False
(14 + 35) + 16 = 63,False
(48 + 42) + 32 = 122,True
(4 + 45) - 28 = 22,False
(22 + 37) + 35 = 99,False
(5 + 44) - 20 = 33,False
(18 - 24) * 31 = -186,True
(20 * 23) - 34 = 426,True
(21 + 21) / 1 = 38,False
(4 + 48) * 42 = 2184,True
(32 - 22) * 3 = 32,False
(25 * 2) - 10 = 40,True
(25 * 15) * 31 = 11623,False
(42 * 5) + 42 = 252,True
(34 * 29) + 22 = 1005,False
(8 + 15) + 4 = 24,False
(45 / 5) - 15 = -6,True
(47 + 6) + 34 = 87,True
(7 * 4) - 7 = 21,True
(47 - 47) / 9 = -4,False
(46 * 50) / 4 = 574,False
(15 - 16) + 24 = 19,False
(17 + 43) * 11 = 660,True
(30 + 5) + 35 = 70,True
(45 - 37) - 23 = -15,True
(11 + 36) - 29 = 18,True
