statement,label
(30 * 31) * (18 - 15) = 2790,True
(18 + 22) + (4 * 11) = 84,True
(19 - 29) - (16 - 19) = -7,True
(23 * 14) * (6 * 3) = 5796,True
(34 - 25) * (15 + 5) = 180,True
(2 + 38) * (14 * 1) = 556,False
(8 - 39) - (20 - 1) = -46,False
(40 - 36) - (4 + 15) = -13,False
(20 * 16) * (1 * 19) = 6080,True
(22 * 30) - (4 + 7) = 653,False
(17 - 24) - (8 + 16) = -32,False
(39 * 18) - (2 * 14) = 679,False
(37 - 37) * (17 + 4) = 0,True
(34 * 28) - (5 + 1) = 943,False
(12 * 28) / (6 - 7) = -336,True
(37 * 16) * (13 - 18) = -2960,True
(26 - 13) - (15 * 2) = -17,True
(29 - 35) * (8 + 13) = -129,False
(26 + 9) - (2 + 20) = 17,False
(1 - 24) - (3 - 15) = -15,False
(28 + 6) * (2 + 2) = 141,False
(12 * 5) * (3 - 16) = -780,True
(28 + 27) * (4 + 16) = 1105,False
(29 + 34) + (18 * 17) = 369,True
(27 / 1) * (8 - 17) = -243,True
(5 - 37) - (15 - 11) = -36,True
(38 * 23) + (16 - 13) = 877,True
(19 - 29) - (16 - 19) = -10,False
(14 + 23) - (2 * 12) = 14,False
(12 / 12) + (14 * 9) = 131,False
(16 / 4) * (5 * 17) = 339,False
(4 + 37) + (11 * 4) = 85,True
(37 * 8) * (6 * 3) = 5328,True
(27 * 33) - (16 - 4) = 884,False
(15 + 29) / (16 / 8) = 22,True
(5 * 19) + (20 * 4) = 174,False
(29 - 35) * (8 + 13) = -126,True
(40 * 34) + (12 + 19) = 1393,False
(22 + 12) - (6 + 8) = 25,False
(22 + 24) * (14 / 7) = 88,False
(12 - 11) * (16 / 8) = 2,True
(21 * 8) + (8 - 3) = 172,False
(27 * 6) * (1 - 8) = -1134,True
(7 - 20) * (13 * 14) = -2366,True
(36 + 37) - (12 - 18) = 79,True
(16 - 33) * (7 - 6) = -13,False
(6 * 19) - (11 * 9) = 10,False
(32 - 33) * (10 * 7) = -65,False
(25 + 15) * (14 + 20) = 1360,True
(26 * 36) + (14 - 10) = 945,False
(35 + 7) + (16 * 15) = 281,False
(16 - 33) * (7 - 6) = -17,True
(38 * 1) - (12 - 11) = 36,False
(5 - 25) - (2 + 6) = -28,True
(34 - 32) + (17 + 10) = 29,True
(37 * 14) * (17 + 9) = 13468,True
(29 - 29) - (10 / 2) = -5,True
(24 - 28) + (6 - 1) = 1,True
(22 * 23) + (1 - 9) = 493,False
(39 + 5) - (5 + 10) = 32,False
(2 + 37) * (2 + 11) = 508,False
(40 * 5) + (17 + 1) = 213,False
(4 * 14) - (11 - 6) = 47,False
(31 - 11) + (3 + 20) = 46,False
(12 * 18) + (10 - 13) = 210,False
(14 * 22) - (11 * 15) = 143,True
(5 - 36) - (14 * 13) = -213,True
(35 + 7) + (16 * 15) = 282,True
(10 * 30) - (1 + 6) = 293,True
(39 + 25) + (20 * 15) = 359,False
(31 + 16) - (12 * 18) = -169,True
(34 - 40) * (8 * 18) = -863,False
(4 + 7) * (6 + 20) = 290,False
(39 * 13) * (17 - 10) = 3549,True
(22 - 14) - (4 + 15) = -11,True
(33 + 20) + (1 + 1) = 53,False
(10 * 23) * (15 + 5) = 4603,False
(28 + 8) * (1 - 6) = -180,True
(36 + 31) * (15 - 3) = 809,False
(13 + 22) - (10 - 11) = 36,True
(22 * 23) - (14 + 20) = 470,False
(10 - 5) * (13 * 9) = 583,False
(26 - 13) * (16 - 1) = 195,True
(17 + 20) - (2 * 18) = 1,True
(16 + 15) * (1 - 7) = -184,False
(19 + 14) - (20 * 7) = -107,True
(18 * 7) + (3 * 6) = 143,False
(7 + 28) + (10 * 8) = 113,False
(5 * 30) + (15 + 14) = 179,True
(4 + 14) - (1 - 3) = 20,True
(4 - 24) / (6 - 2) = -5,True
(13 * 7) - (19 * 9) = -84,False
(39 * 13) * (17 - 10) = 3546,False
(6 * 32) + (19 - 15) = 192,False
(22 + 3) * (4 * 8) = 805,False
(11 * 3) - (20 * 14) = -247,True
(22 + 24) * (14 / 7) = 92,True
(23 + 39) - (7 * 13) = -28,False
(39 - 33) * (5 - 7) = -13,False
(32 + 22) + (2 / 1) = 56,True
(37 - 39) + (7 - 2) = 4,False
(4 - 24) / (6 - 2) = -9,False
(33 - 19) / (5 + 9) = 1,True
(38 * 16) * (13 + 2) = 9120,True
(35 / 5) + (19 * 7) = 140,True
(35 - 37) * (9 + 16) = -50,True
(9 * 4) + (8 - 5) = 39,True
(20 * 25) + (1 - 18) = 482,False
(12 - 36) * (3 / 1) = -72,True
(7 - 17) - (6 - 14) = 0,False
(9 * 4) + (8 - 5) = 43,False
(35 - 6) * (10 - 4) = 174,True
(4 - 33) + (19 - 5) = -10,False
(2 + 26) + (14 * 19) = 294,True
(4 * 29) + (3 - 10) = 109,True
(11 - 31) - (8 + 2) = -30,True
(29 + 1) - (14 + 6) = 10,True
(5 + 3) * (2 * 1) = 14,False
(14 + 23) - (2 * 12) = 13,True
(28 / 1) - (19 - 18) = 27,True
(18 + 15) - (2 - 7) = 38,True
(12 * 21) + (2 * 12) = 277,False
(31 + 16) - (12 * 18) = -173,False
(2 + 38) * (14 * 1) = 560,True
(35 * 9) - (11 + 18) = 290,False
(14 - 2) * (8 * 17) = 1628,False
(32 - 16) - (3 * 7) = -6,False
(33 + 31) * (7 * 16) = 7168,True
(28 - 15) * (18 - 5) = 169,True
(7 - 25) - (7 * 3) = -34,False
(19 - 2) + (15 / 15) = 14,False
(31 - 11) + (3 + 20) = 43,True
(24 * 2) + (15 - 20) = 44,False
(34 * 16) * (3 / 1) = 1632,True
(5 - 18) - (4 - 12) = -6,False
(29 + 27) * (19 + 10) = 1621,False
(25 + 34) * (18 / 1) = 1062,True
(8 - 29) + (20 - 10) = -12,False
(18 * 5) + (14 - 13) = 91,True
(36 * 24) + (13 + 6) = 883,True
(3 * 23) - (19 + 16) = 34,True
(5 - 18) - (4 - 12) = -5,True
(39 - 12) - (8 * 19) = -125,True
(15 * 27) / (3 - 6) = -136,False
(26 * 7) / (13 - 6) = 26,True
(30 * 15) - (7 - 11) = 456,False
(36 - 19) - (3 + 8) = 8,False
(28 * 32) - (17 / 1) = 876,False
(21 * 19) - (13 * 17) = 175,False
(39 + 5) - (5 + 10) = 29,True
(34 / 17) * (1 - 7) = -12,True
(28 + 6) * (2 + 2) = 136,True
(28 * 35) - (10 * 11) = 872,False
(18 / 3) / (6 - 9) = -2,True
(10 + 32) + (5 * 15) = 117,True
(33 + 31) - (2 + 1) = 58,False
(9 * 7) * (18 * 20) = 22680,True
(22 - 34) - (15 * 12) = -192,True
(35 - 10) - (9 + 7) = 9,True
(5 - 37) - (15 - 11) = -33,False
(40 * 34) + (12 + 19) = 1391,True
(1 * 40) + (13 + 13) = 70,False
(19 - 36) * (2 - 18) = 272,True
(34 + 34) * (12 * 4) = 3264,True
(4 - 27) * (5 + 14) = -435,False
(25 / 5) * (4 + 1) = 25,True
(32 - 18) + (9 - 2) = 21,True
(1 - 24) - (3 - 15) = -11,True
(36 * 37) * (7 + 18) = 33303,False
(7 + 13) * (8 * 17) = 2720,True
(37 - 37) / (15 + 15) = 2,False
(35 + 35) * (9 - 4) = 350,True
(15 * 2) / (10 / 10) = 34,False
(15 + 2) * (10 / 10) = 17,True
(22 * 4) / (10 - 8) = 40,False
(38 - 3) * (12 - 19) = -249,False
(33 + 20) + (1 + 1) = 55,True
(13 + 22) - (10 - 11) = 40,False
(36 - 38) - (17 + 17) = -36,True
(24 * 27) * (2 * 6) = 7776,True
(13 + 1) - (8 - 7) = 16,False
(21 * 26) + (19 * 16) = 850,True
(1 * 9) - (15 * 20) = -290,False
(21 * 22) * (15 - 16) = -462,True
(36 * 37) + (8 - 3) = 1337,True
(19 - 37) - (4 * 8) = -50,True
(28 - 37) + (18 * 2) = 27,True
(21 + 27) + (14 * 1) = 66,False
(15 - 32) - (17 + 3) = -32,False
(14 - 2) - (6 - 4) = 15,False
(14 * 34) * (3 - 14) = -5233,False
(4 * 35) * (9 / 9) = 140,True
(29 * 34) - (12 + 4) = 967,False
(28 * 4) * (1 + 12) = 1456,True
(12 * 5) * (3 - 16) = -778,False
(11 - 6) / (19 - 14) = 1,True
(22 * 39) * (4 - 11) = -6002,False
(19 - 36) / (3 - 20) = -2,False
(33 + 30) - (18 - 3) = 47,False
(20 * 38) * (4 * 9) = 27364,False
(40 * 32) / (16 * 10) = 12,False
(16 + 38) * (20 / 10) = 108,True
(25 - 37) / (3 * 2) = -6,False
(17 + 20) - (2 * 18) = 6,False
(30 + 22) - (5 * 12) = -8,True
(36 + 32) + (20 * 2) = 105,False
(1 * 40) + (13 + 13) = 66,True
(8 + 27) * (7 * 18) = 4407,False
(37 * 16) * (13 - 18) = -2964,False
(34 - 17) * (12 - 15) = -51,True
(40 * 32) / (16 * 10) = 8,True
(35 / 7) - (12 - 6) = -1,True
(20 * 36) + (16 - 20) = 716,True
(8 * 3) + (5 + 11) = 37,False
(30 * 12) + (15 * 11) = 522,False
(34 * 28) - (5 + 1) = 946,True
(4 + 14) - (1 - 3) = 16,False
(29 + 23) * (16 - 8) = 420,False
(28 + 13) + (12 - 10) = 48,False
(30 + 10) + (7 - 11) = 36,True
(4 - 27) * (5 + 14) = -437,True
(28 + 13) + (12 - 10) = 43,True
(37 - 39) * (17 + 5) = -44,True
(4 * 14) - (11 - 6) = 51,True
(1 + 21) + (18 * 14) = 274,True
(21 + 7) - (6 * 19) = -82,False
(35 - 37) * (9 + 16) = -47,False
(15 - 38) * (1 + 19) = -460,True
(5 + 39) * (13 - 8) = 219,False
(4 * 36) + (17 + 19) = 176,False
(32 + 38) * (13 - 4) = 630,True
(37 - 39) * (17 + 5) = -43,False
(28 - 37) * (9 + 11) = -180,True
(21 + 21) + (6 - 9) = 39,True
(11 + 17) - (6 + 11) = 15,False
(28 + 3) - (14 - 5) = 20,False
(5 - 20) + (9 - 8) = -18,False
(31 * 40) - (13 * 13) = 1071,True
(15 + 5) * (14 + 2) = 322,False
(20 * 25) + (1 - 18) = 483,True
(35 - 5) + (13 / 13) = 31,True
(9 * 7) * (18 * 20) = 22676,False
(6 * 18) * (16 / 2) = 868,False
(25 + 5) * (13 + 4) = 510,True
(9 / 3) * (1 + 4) = 15,True
(13 - 36) * (7 - 5) = -46,True
(29 + 34) + (18 * 17) = 371,False
(15 + 11) * (17 * 20) = 8840,True
(12 + 2) * (1 * 4) = 55,False
(39 + 1) - (14 + 17) = 9,True
(31 + 18) + (12 - 2) = 60,False
(30 + 3) - (11 - 12) = 36,False
(29 + 27) * (19 + 10) = 1624,True
(28 * 28) + (20 * 20) = 1184,True
(8 * 27) * (20 * 11) = 47520,True
(7 - 25) - (7 * 3) = -39,True
(21 + 27) + (14 * 1) = 62,True
(9 - 33) + (1 * 6) = -18,True
(29 - 19) * (1 + 11) = 123,False
(37 + 11) - (12 + 18) = 21,False
(28 + 5) + (18 - 9) = 44,False
(8 - 5) + (17 * 16) = 279,False
(36 - 19) + (16 * 16) = 274,False
(6 + 21) * (5 * 20) = 2701,False
(1 * 9) - (15 * 20) = -291,True
(29 * 6) - (9 - 7) = 173,False
(29 - 16) + (16 + 2) = 33,False
(39 + 31) * (18 + 13) = 2168,False
(28 + 3) - (14 - 5) = 22,True
(8 - 39) - (20 - 1) = -50,True
(2 * 16) * (2 * 5) = 320,True
(24 + 6) / (2 - 1) = 32,False
(37 - 19) + (15 - 14) = 23,False
(2 + 26) + (14 * 19) = 292,False
(16 + 13) * (11 / 1) = 324,False
(12 * 19) / (4 - 8) = -55,False
(16 * 14) - (13 - 14) = 229,False
(10 + 13) - (11 + 9) = 3,True
(21 - 35) * (18 + 7) = -352,False
(4 + 37) + (11 * 4) = 84,False
(12 + 18) + (17 * 17) = 321,False
(7 + 29) - (7 * 13) = -55,True
(14 + 33) + (2 * 15) = 79,False
(5 - 36) - (14 * 13) = -212,False
(32 * 31) + (3 + 20) = 1015,True
(36 * 37) + (8 - 3) = 1332,False
(34 + 16) + (1 * 7) = 61,False
(23 + 4) * (18 + 2) = 539,False
(4 * 35) * (9 / 9) = 135,False
(8 * 27) * (20 * 11) = 47524,False
(18 * 5) + (14 - 13) = 92,False
(28 - 20) + (12 - 18) = 7,False
(40 - 36) - (4 + 15) = -15,True
(15 / 15) - (14 - 6) = -9,False
(21 * 26) + (19 * 16) = 853,False
(17 - 24) - (8 + 16) = -31,True
(1 - 27) * (7 * 3) = -548,False
(16 + 23) + (11 + 20) = 70,True
(32 - 5) + (13 - 10) = 30,True
(8 * 37) * (16 * 4) = 18940,False
(33 / 3) * (10 * 14) = 1540,True
(27 - 9) - (8 - 13) = 22,False
(11 * 3) - (20 * 14) = -246,False
(18 - 11) * (1 - 14) = -91,True
(29 - 29) - (10 / 2) = -8,False
(22 + 29) * (15 * 8) = 6122,False
(30 - 21) - (20 * 14) = -271,True
(34 * 16) * (3 / 1) = 1635,False
(17 - 29) * (20 + 19) = -468,True
(39 + 13) / (10 - 11) = -51,False
(5 - 40) * (16 * 2) = -1120,True
(34 - 35) + (16 / 2) = 7,True
(34 + 21) * (1 - 15) = -770,True
(26 - 13) * (16 - 1) = 200,False
(21 * 17) * (5 * 16) = 28560,True
(19 + 14) - (17 - 4) = 20,True
(15 / 15) - (14 - 6) = -7,True
(30 * 26) * (14 + 20) = 26517,False
(32 + 29) * (12 + 3) = 915,True
(5 + 33) + (19 + 17) = 74,True
(24 + 4) * (11 - 9) = 56,True
(35 - 5) + (13 / 13) = 33,False
(22 * 39) * (4 - 11) = -6006,True
(30 * 31) * (18 - 15) = 2788,False
(25 + 37) + (12 - 5) = 69,True
(28 - 34) - (18 * 5) = -95,False
(9 * 8) / (9 - 11) = -40,False
(30 * 12) + (15 * 11) = 525,True
(27 * 23) * (19 + 1) = 12415,False
(1 * 1) * (8 + 7) = 15,True
(18 - 13) - (4 + 14) = -13,True
(28 + 24) * (3 - 17) = -728,True
(4 + 7) * (6 + 20) = 286,True
(5 + 35) / (20 * 2) = 1,True
(37 - 37) * (17 + 4) = 4,False
(5 + 12) + (15 * 17) = 272,True
(34 - 17) * (12 - 15) = -46,False
(35 * 3) + (18 + 2) = 125,True
(21 * 19) - (13 * 17) = 178,True
(15 - 15) - (12 + 17) = -27,False
(32 / 1) * (10 / 1) = 316,False
(11 * 20) - (20 - 15) = 215,True
(25 + 31) - (16 + 1) = 39,True
(37 * 35) - (3 + 4) = 1288,True
(20 * 38) * (4 * 9) = 27360,True
(33 / 33) * (20 * 15) = 300,True
(17 - 14) + (13 * 2) = 29,True
(37 - 39) + (7 - 2) = 3,True
(10 - 36) - (8 + 20) = -54,True
(2 + 37) * (2 + 11) = 507,True
(4 + 1) + (3 - 18) = -10,True
(32 / 1) * (10 / 1) = 320,True
(1 + 39) * (20 - 1) = 760,True
(15 * 6) + (12 + 12) = 114,True
(20 - 38) + (19 + 2) = 0,False
(22 * 30) - (4 + 7) = 649,True
(1 - 27) * (7 * 3) = -546,True
(11 - 6) / (19 - 14) = -2,False
(6 + 28) * (14 * 1) = 476,True
(8 - 5) + (17 * 16) = 275,True
(1 - 6) + (8 - 2) = 0,False
(5 - 2) + (6 * 1) = 9,True
(40 * 16) + (8 + 19) = 667,True
(1 * 1) * (8 + 7) = 11,False
(24 - 18) / (10 - 11) = -7,False
(30 / 6) * (5 + 2) = 35,True
(20 * 36) + (16 - 20) = 719,False
(5 + 12) + (15 * 17) = 274,False
(32 - 31) * (15 * 4) = 60,True
(13 - 27) + (10 - 19) = -22,False
(40 - 2) - (10 + 19) = 5,False
(27 * 33) - (16 - 4) = 879,True
(36 + 27) + (16 - 15) = 64,True
(3 * 23) - (19 + 16) = 37,False
(10 + 12) - (10 * 10) = -78,True
(19 - 36) * (2 - 18) = 268,False
(24 - 18) / (10 - 11) = -6,True
(21 + 5) * (19 / 1) = 494,True
(39 * 27) - (16 * 12) = 861,True
(39 + 9) + (14 + 11) = 77,False
(27 + 30) + (11 + 15) = 79,False
(22 + 12) - (6 + 8) = 20,True
(20 + 9) + (19 - 16) = 37,False
(36 - 19) - (3 + 8) = 6,True
(35 - 24) + (5 + 4) = 18,False
(9 * 32) * (16 / 1) = 4606,False
(28 * 35) - (10 * 11) = 870,True
(22 + 21) + (19 * 5) = 139,False
(15 * 6) + (12 + 12) = 118,False
(25 * 35) + (1 - 19) = 861,False
(37 - 30) * (6 + 7) = 91,True
(18 + 22) * (4 + 12) = 640,True
(25 - 37) / (3 * 2) = -2,True
(40 - 31) - (8 - 20) = 25,False
(28 - 20) + (12 - 18) = 2,True
(1 - 12) + (11 * 14) = 148,False
(23 * 14) * (6 * 3) = 5800,False
(28 * 28) + (20 * 20) = 1181,False
(20 + 9) + (19 - 16) = 32,True
(10 + 12) - (10 * 10) = -77,False
(33 + 11) + (4 + 9) = 57,True
(34 + 32) + (4 + 18) = 88,True
(9 - 27) - (8 - 12) = -14,True
(38 * 8) * (16 * 7) = 34048,True
(3 + 24) * (18 * 16) = 7771,False
(9 / 3) * (1 + 4) = 19,False
(5 * 30) + (15 + 14) = 183,False
(21 - 35) * (18 + 7) = -350,True
(14 * 22) - (11 * 15) = 148,False
(25 / 5) * (4 + 1) = 28,False
(21 * 33) / (11 - 14) = -235,False
(25 + 30) - (3 + 1) = 49,False
(29 + 7) + (1 * 8) = 44,True
(4 - 36) - (4 + 19) = -55,True
(27 * 33) - (19 * 11) = 682,True
(15 * 27) / (3 - 6) = -135,True
(20 * 22) + (2 + 7) = 449,True
(21 - 6) + (1 + 19) = 35,True
(27 - 34) + (8 * 9) = 60,False
(21 + 7) - (6 * 19) = -86,True
(34 - 32) + (17 + 10) = 33,False
(25 + 34) + (10 * 18) = 244,False
(23 - 26) * (3 - 19) = 53,False
(25 - 21) - (10 + 18) = -25,False
(32 - 18) + (9 - 2) = 22,False
(23 * 40) - (1 * 6) = 913,False
(38 + 11) * (5 * 17) = 4165,True
(7 + 13) * (8 * 17) = 2716,False
(38 - 3) * (12 - 19) = -245,True
(30 / 6) * (5 + 2) = 33,False
(34 - 25) * (15 + 5) = 184,False
(20 * 22) + (2 + 7) = 446,False
(29 + 13) - (8 + 8) = 26,True
(21 - 36) + (8 - 12) = -14,False
(4 + 1) + (3 - 18) = -6,False
(13 + 37) + (13 * 14) = 232,True
(14 - 29) - (11 - 7) = -19,True
(12 - 11) * (16 / 8) = -3,False
(11 + 20) - (6 * 8) = -17,True
(15 / 15) - (20 - 11) = -10,False
(15 + 2) * (10 / 10) = 13,False
(32 + 38) * (13 - 4) = 629,False
(22 + 16) - (1 - 2) = 39,True
(33 + 19) - (14 * 19) = -214,True
(6 * 18) * (16 / 2) = 864,True
(29 - 19) * (1 + 11) = 120,True
(28 * 34) - (1 + 20) = 930,False
(35 + 10) - (17 - 16) = 44,True
(8 - 6) + (3 + 17) = 22,True
(31 + 19) + (10 * 14) = 190,True
